"OCCUPANCY_DATE","OCCUPANCY_RATE_BEDS","OCCUPANCY_RATE_ROOMS","LOCATION_NAME","Actual Bed Capacity","SECTOR"
2024-04-02,100,NA,"SA Evangeline Residence",86,"Women"
2024-04-02,NA,100,"Etobicoke Hotel Site 1",NA,"Women"
2024-04-02,100,NA,"SA Gateway",78,"Men"
2024-04-02,NA,100,"SA Scarborough Hotel Program",NA,"Men"
2024-04-02,100,NA,"Maxwell Meighen Centre",263,"Men"
2024-04-02,NA,100,"Etobicoke Hotel Site 1",NA,"Men"
2024-04-02,100,NA,"SA New Hope Leslieville",52,"Men"
2024-04-02,100,NA,"SA Islington Seniors' Shelter",46,"Men"
2024-04-02,100,NA,"SA Islington Seniors' Shelter",37,"Women"
2024-04-02,100,NA,"The Scott Mission - Kensington location",71,"Men"
2024-04-02,100,NA,"Scott Mission",50,"Men"
2024-04-02,NA,100,"Toronto Community Hostel (MUC)",NA,"Families"
2024-04-02,100,NA,"Toronto Community Hostel (MUC)",6,"Mixed Adult"
2024-04-02,100,NA,"Turning Point Youth Services",35,"Youth"
2024-04-02,100,NA,"Warden Woods 705 Progress Ave Respite",32,"Mixed Adult"
2024-04-02,100,NA,NA,12,"Women"
2024-04-02,NA,96.15,"Red Door Family Shelter",NA,"Families"
2024-04-02,100,NA,"Vanauley Street YMCA Emergency Shelter",40,"Youth"
2024-04-02,100,NA,"YMCA Sprott House",25,"Youth"
2024-04-02,100,NA,"YWCA 1st Stop Woodlawn",31,"Women"
2024-04-02,100,NA,"YWCA 1st Stop Woodlawn",31,"Youth"
2024-04-02,100,NA,"YWCA Davenport Shelter",28,"Women"
2024-04-02,100,NA,"YWCA Davenport Shelter",27,"Youth"
2024-04-02,100,NA,"Youth Without Shelter",33,"Youth"
2024-04-02,100,NA,"Youth Without Shelter",20,"Youth"
2024-04-02,100,NA,"YouthLink",10,"Youth"
2024-04-02,87.8,NA,"YouthLink",41,"Youth"
2024-04-03,NA,99.32,"COSTI Hotel Program Dixon",NA,"Families"
2024-04-03,NA,100,"COSTI Hotel Program Dixon",NA,"Mixed Adult"
2024-04-03,100,NA,"COSTI Reception Centre",8,"Mixed Adult"
2024-04-03,100,NA,"COSTI Reception Centre",8,"Mixed Adult"
2024-04-03,NA,100,"COSTI Uptown Hotel Program",NA,"Families"
2024-04-03,NA,100,"COSTI Uptown Hotel Program",NA,"Families"
2024-04-03,NA,100,"CONC Etobicoke Hotel Program",NA,"Mixed Adult"
2024-04-03,NA,100,"CONC West End Hotel Program",NA,"Men"
2024-04-03,100,NA,"CONC Men's Shelter Lansdowne Ave",42,"Men"
2024-04-03,100,NA,"CONC Men's Shelter Bloor St W",30,"Men"
2024-04-03,NA,100,"Christie Refugee Welcome Centre",NA,"Families"
2024-04-03,NA,100,"TSSS Birkdale Residence",NA,"Families"
2024-04-03,NA,100,"TSSS North York West Hotel Program",NA,"Mixed Adult"
2024-04-03,NA,100,"TSSS North York West Hotel Program",NA,"Mixed Adult"
2024-04-03,NA,100,"TSSS North York West Hotel Program",NA,"Mixed Adult"
2024-04-03,NA,100,"TSSS North York West Hotel Program",NA,"Mixed Adult"
2024-04-03,88.89,NA,"TSSS Downsview Dells",18,"Men"
2024-04-03,NA,100,"Scarborough Women's Shelter - Milner",NA,"Women"
2024-04-03,NA,100,"TSSS Family Residence",NA,"Families"
2024-04-03,NA,100,"TSSS Scarborough Hotel Program 3",NA,"Families"
2024-04-03,NA,94.74,"TSSS Scarborough Hotel Program 4",NA,"Families"
2024-04-03,95.59,NA,"TSSS Fort York Residence",68,"Men"
2024-04-03,NA,100,"TSSS North Hotel Program",NA,"Mixed Adult"
2024-04-03,100,NA,"TSSS Fort York Residence",48,"Men"
2024-04-03,100,NA,"Progress Avenue Shelter",101,"Men"
2024-04-03,NA,100,"Robertson House",NA,"Families"
2024-04-03,64.58,NA,"885 Scarborough Golf Club Road",48,"Mixed Adult"
2024-04-03,NA,100,"TSSS Etobicoke Hotel Program",NA,"Mixed Adult"
2024-04-03,NA,100,"TSSS Etobicoke Hotel Program",NA,"Mixed Adult"
2024-04-03,100,NA,"TSSS Scarborough Village Residence",93,"Mixed Adult"
2024-04-03,100,NA,"TSSS Junction Place",62,"Men"
2024-04-03,100,NA,"TSSS Seaton House",68,"Men"
2024-04-03,100,NA,"TSSS Seaton House",120,"Men"
2024-04-03,86.11,NA,"TSSS Seaton House",36,"Men"
2024-04-03,94.44,NA,"TSSS Seaton House",18,"Men"
2024-04-03,100,NA,"TSSS Downtown Response Program",53,"Men"
2024-04-03,100,NA,"TSSS Seaton House",107,"Men"
2024-04-03,97.14,NA,"Streets to Homes Assessment and Referral Centre (SHARC)",35,"Mixed Adult"
2024-04-03,NA,96.92,"TSSS Downtown Hotel Program",NA,"Mixed Adult"
2024-04-03,100,NA,"TSSS Womens' Residence",88,"Women"
2024-04-03,100,NA,"Cornerstone Place",28,"Men"
2024-04-03,100,NA,"Covenant House Gerrard St E",2,"Youth"
2024-04-03,100,NA,"Covenant House Gerrard St E",94,"Youth"
2024-04-03,100,NA,"Covenant House Gerrard St E",23,"Youth"
2024-04-03,100,NA,"Covenant House McGill St",28,"Youth"
2024-04-03,100,NA,"Dixon Hall 351 Lake Shore Blvd E Respite",78,"Mixed Adult"
2024-04-03,100,NA,"Dixon Hall 354 George St",50,"Mixed Adult"
2024-04-03,NA,100,"Dixon Hall Bond Place Hotel Program",NA,"Mixed Adult"
2024-04-03,100,NA,"Dixon Hall Heyworth House",62,"Mixed Adult"
2024-04-03,100,NA,"Dixon Hall Heyworth House",5,"Mixed Adult"
2024-04-03,100,NA,"Dixon Hall Schoolhouse",1,"Men"
2024-04-03,100,NA,"Dixon Hall Schoolhouse",30,"Men"
2024-04-03,98,NA,"Eva's Phoenix",50,"Youth"
2024-04-03,100,NA,"Eva's Place",40,"Youth"
2024-04-03,NA,100,"Eva's Satellite Scarborough Hotel Program",NA,"Youth"
2024-04-03,100,NA,"Fife House Denison Ave",5,"Mixed Adult"
2024-04-03,100,NA,"Fife House Sherbourne St",9,"Mixed Adult"
2024-04-03,100,NA,"Fred Victor Centre Transition to Housing Dundas St E",37,"Women"
2024-04-03,92,NA,"Fred Victor Mary Sheffield House",25,"Women"
2024-04-03,100,NA,"Adelaide Resource Centre for Women",52,"Women"
2024-04-03,100,NA,"Fred Victor Centre Fatima House",36,"Women"
2024-04-03,100,NA,"Fred Victor Centre Bethlehem United Shelter",70,"Mixed Adult"
2024-04-03,NA,100,"Fred Victor Uptown Hotel Program",NA,"Mixed Adult"
2024-04-03,98.57,NA,"Fred Victor Centre 1A Strachan Ave Respite",70,"Mixed Adult"
2024-04-03,98.33,NA,"Fred Victor Elizabeth",60,"Mixed Adult"
2024-04-03,100,NA,"Friends of Ruby",6,"Youth"
2024-04-03,88.46,NA,"Friends of Ruby",26,"Youth"
2024-04-03,100,NA,"Good Shepherd Centre",25,"Men"
2024-04-03,100,NA,"Good Shepherd Centre",35,"Men"
2024-04-03,100,NA,"Good Shepherd Centre Barrett House",5,"Men"
2024-04-03,95.24,NA,"Good Shepherd Centre",21,"Men"
2024-04-03,NA,100,"Good Shepherd Centre West End Hotel Program",NA,"Men"
2024-04-03,100,NA,"HFS Kennedy Rd Women's Shelter",60,"Women"
2024-04-03,100,NA,"HFS 545 Lake Shore Blvd W Shelter",106,"Mixed Adult"
2024-04-03,100,NA,"HFS 545 Lake Shore Blvd W Shelter",34,"Men"
2024-04-03,100,NA,"HFS 545 Lake Shore Blvd W Shelter",64,"Women"
2024-04-03,100,NA,"HFS 545 Lake Shore Blvd W Shelter",74,"Men"
2024-04-03,100,NA,"HFS - Lawrence East Shelter",89,"Mixed Adult"
2024-04-03,100,NA,"HFS Willowdale Centre",278,"Men"
2024-04-03,100,NA,"HFS Willowdale Centre",132,"Women"
2024-04-03,100,NA,"HFS Willowdale Centre",6,"Men"
2024-04-03,100,NA,"HFS Willowdale Centre",4,"Women"
2024-04-03,NA,100,"Multiple Youth & Adult Agencies Scarborough Hotel Program",NA,"Mixed Adult"
2024-04-03,100,NA,"HFS - Metro Strachan",38,"Mixed Adult"
2024-04-03,NA,100,"HFS - Metro Strachan",NA,"Mixed Adult"
2024-04-03,100,NA,"Homes First Society - Pacewood",20,"Mixed Adult"
2024-04-03,100,NA,"HFS Placer",86,"Mixed Adult"
2024-04-03,100,NA,"HFS St. Clair Ave E Shelter",49,"Mixed Adult"
2024-04-03,100,NA,"Horizons for Youth",45,"Youth"
2024-04-03,100,NA,"Kennedy House Youth Shelter",23,"Youth"
2024-04-03,100,NA,"Margaret's 21 Park Rd Respite",30,"Mixed Adult"
2024-04-03,100,NA,"Na-Me-Res",54,"Men"
2024-04-03,100,NA,"Sagatay",17,"Men"
2024-04-03,83.33,NA,"Native Child & Family Services Toronto",12,"Youth"
2024-04-03,93.33,NA,"Native Child & Family - Spadina",15,"Youth"
2024-04-03,100,NA,"Sistering",16,"Women"
2024-04-03,100,NA,"SVDP Amelie House",24,"Women"
2024-04-03,100,NA,"SVDP Elisa House",41,"Women"
2024-04-03,100,NA,"SVDP Mary's Home",44,"Women"
2024-04-03,100,NA,"SVDP St. Clare's Residence",30,"Women"
2024-04-03,100,NA,"St. Felix Centre 69 Fraser Ave. Respite",72,"Mixed Adult"
2024-04-03,NA,100,"St. Simon's Clubbe House",NA,"Men"
2024-04-03,100,NA,"Street Haven",30,"Women"
2024-04-03,NA,100,"Street Haven Downtown Hotel Program",NA,"Women"
2024-04-03,NA,98.72,"Sojourn House Hotel Program",NA,"Families"
2024-04-03,100,NA,"Sojourn House Ontario St",94,"Mixed Adult"
2024-04-03,NA,96.3,"Sojourn House Ontario St",NA,"Families"
2024-04-03,100,NA,"SA Evangeline Residence",86,"Women"
2024-04-03,NA,100,"Etobicoke Hotel Site 1",NA,"Women"
2024-04-03,100,NA,"SA Gateway",78,"Men"
2024-04-03,NA,100,"SA Scarborough Hotel Program",NA,"Men"
2024-04-03,100,NA,"Maxwell Meighen Centre",263,"Men"
2024-04-03,NA,100,"Etobicoke Hotel Site 1",NA,"Men"
2024-04-03,100,NA,"SA New Hope Leslieville",52,"Men"
2024-04-03,100,NA,"SA Islington Seniors' Shelter",46,"Men"
2024-04-03,100,NA,"SA Islington Seniors' Shelter",37,"Women"
2024-04-03,100,NA,"The Scott Mission - Kensington location",71,"Men"
2024-04-03,100,NA,"Scott Mission",50,"Men"
2024-04-03,NA,100,"Toronto Community Hostel (MUC)",NA,"Families"
2024-04-03,100,NA,"Toronto Community Hostel (MUC)",6,"Mixed Adult"
2024-04-03,100,NA,"Turning Point Youth Services",35,"Youth"
2024-04-03,100,NA,"Warden Woods 705 Progress Ave Respite",32,"Mixed Adult"
2024-04-03,100,NA,NA,12,"Women"
2024-04-03,NA,100,"Red Door Family Shelter",NA,"Families"
2024-04-03,100,NA,"Vanauley Street YMCA Emergency Shelter",40,"Youth"
2024-04-03,100,NA,"YMCA Sprott House",25,"Youth"
2024-04-03,100,NA,"YWCA 1st Stop Woodlawn",31,"Women"
2024-04-03,100,NA,"YWCA 1st Stop Woodlawn",31,"Youth"
2024-04-03,100,NA,"YWCA Davenport Shelter",28,"Women"
2024-04-03,100,NA,"YWCA Davenport Shelter",27,"Youth"
2024-04-03,100,NA,"Youth Without Shelter",33,"Youth"
2024-04-03,100,NA,"Youth Without Shelter",20,"Youth"
2024-04-03,100,NA,"YouthLink",10,"Youth"
2024-04-03,87.8,NA,"YouthLink",41,"Youth"
2024-04-04,NA,100,"COSTI Hotel Program Dixon",NA,"Families"
2024-04-04,NA,100,"COSTI Hotel Program Dixon",NA,"Mixed Adult"
2024-04-04,100,NA,"COSTI Reception Centre",8,"Mixed Adult"
2024-04-04,100,NA,"COSTI Reception Centre",8,"Mixed Adult"
2024-04-04,NA,100,"COSTI Uptown Hotel Program",NA,"Families"
2024-04-04,NA,100,"COSTI Uptown Hotel Program",NA,"Families"
2024-04-04,NA,100,"CONC Etobicoke Hotel Program",NA,"Mixed Adult"
2024-04-04,NA,100,"CONC West End Hotel Program",NA,"Men"
2024-04-04,100,NA,"CONC Men's Shelter Lansdowne Ave",42,"Men"
2024-04-04,100,NA,"CONC Men's Shelter Bloor St W",30,"Men"
2024-04-04,NA,100,"Christie Refugee Welcome Centre",NA,"Families"
2024-04-04,NA,100,"TSSS Birkdale Residence",NA,"Families"
2024-04-04,NA,100,"TSSS North York West Hotel Program",NA,"Mixed Adult"
2024-04-04,NA,100,"TSSS North York West Hotel Program",NA,"Mixed Adult"
2024-04-04,NA,100,"TSSS North York West Hotel Program",NA,"Mixed Adult"
2024-04-04,NA,100,"TSSS North York West Hotel Program",NA,"Mixed Adult"
2024-04-04,94.44,NA,"TSSS Downsview Dells",18,"Men"
2024-04-04,NA,100,"Scarborough Women's Shelter - Milner",NA,"Women"
2024-04-04,NA,100,"TSSS Family Residence",NA,"Families"
2024-04-04,NA,100,"TSSS Scarborough Hotel Program 3",NA,"Families"
2024-04-04,NA,100,"TSSS Scarborough Hotel Program 4",NA,"Families"
2024-04-04,100,NA,"TSSS Fort York Residence",68,"Men"
2024-04-04,NA,100,"TSSS North Hotel Program",NA,"Mixed Adult"
2024-04-04,100,NA,"TSSS Fort York Residence",48,"Men"
2024-04-04,100,NA,"Progress Avenue Shelter",101,"Men"
2024-04-04,NA,100,"Robertson House",NA,"Families"
2024-04-04,29.17,NA,"885 Scarborough Golf Club Road",48,"Mixed Adult"
2024-04-04,NA,100,"TSSS Etobicoke Hotel Program",NA,"Mixed Adult"
2024-04-04,NA,100,"TSSS Etobicoke Hotel Program",NA,"Mixed Adult"
2024-04-04,100,NA,"TSSS Scarborough Village Residence",93,"Mixed Adult"
2024-04-04,100,NA,"TSSS Junction Place",62,"Men"
2024-04-04,100,NA,"TSSS Seaton House",68,"Men"
2024-04-04,100,NA,"TSSS Seaton House",120,"Men"
2024-04-04,83.33,NA,"TSSS Seaton House",36,"Men"
2024-04-04,100,NA,"TSSS Seaton House",18,"Men"
2024-04-04,100,NA,"TSSS Downtown Response Program",53,"Men"
2024-04-04,100,NA,"TSSS Seaton House",107,"Men"
2024-04-04,94.29,NA,"Streets to Homes Assessment and Referral Centre (SHARC)",35,"Mixed Adult"
2024-04-04,NA,95.38,"TSSS Downtown Hotel Program",NA,"Mixed Adult"
2024-04-04,100,NA,"TSSS Womens' Residence",88,"Women"
2024-04-04,100,NA,"Cornerstone Place",28,"Men"
2024-04-04,50,NA,"Covenant House Gerrard St E",2,"Youth"
2024-04-04,100,NA,"Covenant House Gerrard St E",94,"Youth"
2024-04-04,100,NA,"Covenant House Gerrard St E",23,"Youth"
2024-04-04,100,NA,"Covenant House McGill St",28,"Youth"
2024-04-04,100,NA,"Dixon Hall 351 Lake Shore Blvd E Respite",77,"Mixed Adult"
2024-04-04,100,NA,"Dixon Hall 354 George St",50,"Mixed Adult"
2024-04-04,NA,100,"Dixon Hall Bond Place Hotel Program",NA,"Mixed Adult"
2024-04-04,100,NA,"Dixon Hall Heyworth House",62,"Mixed Adult"
2024-04-04,100,NA,"Dixon Hall Heyworth House",5,"Mixed Adult"
2024-04-04,100,NA,"Dixon Hall Schoolhouse",1,"Men"
2024-04-04,100,NA,"Dixon Hall Schoolhouse",30,"Men"
2024-04-04,98,NA,"Eva's Phoenix",50,"Youth"
2024-04-04,100,NA,"Eva's Place",40,"Youth"
2024-04-04,NA,100,"Eva's Satellite Scarborough Hotel Program",NA,"Youth"
2024-04-04,100,NA,"Fife House Denison Ave",5,"Mixed Adult"
2024-04-04,100,NA,"Fife House Sherbourne St",9,"Mixed Adult"
2024-04-04,100,NA,"Fred Victor Centre Transition to Housing Dundas St E",37,"Women"
2024-04-04,92,NA,"Fred Victor Mary Sheffield House",25,"Women"
2024-04-04,100,NA,"Adelaide Resource Centre for Women",52,"Women"
2024-04-04,100,NA,"Fred Victor Centre Fatima House",36,"Women"
2024-04-04,100,NA,"Fred Victor Centre Bethlehem United Shelter",70,"Mixed Adult"
2024-04-04,NA,100,"Fred Victor Uptown Hotel Program",NA,"Mixed Adult"
2024-04-04,100,NA,"Fred Victor Centre 1A Strachan Ave Respite",70,"Mixed Adult"
2024-04-04,98.33,NA,"Fred Victor Elizabeth",60,"Mixed Adult"
2024-04-04,100,NA,"Friends of Ruby",6,"Youth"
2024-04-04,92.31,NA,"Friends of Ruby",26,"Youth"
2024-04-04,100,NA,"Good Shepherd Centre",25,"Men"
2024-04-04,100,NA,"Good Shepherd Centre",35,"Men"
2024-04-04,100,NA,"Good Shepherd Centre Barrett House",5,"Men"
2024-04-04,95.24,NA,"Good Shepherd Centre",21,"Men"
2024-04-04,NA,100,"Good Shepherd Centre West End Hotel Program",NA,"Men"
2024-04-04,100,NA,"HFS Kennedy Rd Women's Shelter",61,"Women"
2024-04-04,100,NA,"HFS 545 Lake Shore Blvd W Shelter",106,"Mixed Adult"
2024-04-04,100,NA,"HFS 545 Lake Shore Blvd W Shelter",34,"Men"
2024-04-04,100,NA,"HFS 545 Lake Shore Blvd W Shelter",64,"Women"
2024-04-04,100,NA,"HFS 545 Lake Shore Blvd W Shelter",74,"Men"
2024-04-04,100,NA,"HFS - Lawrence East Shelter",89,"Mixed Adult"
2024-04-04,100,NA,"HFS Willowdale Centre",278,"Men"
2024-04-04,100,NA,"HFS Willowdale Centre",132,"Women"
2024-04-04,83.33,NA,"HFS Willowdale Centre",6,"Men"
2024-04-04,100,NA,"HFS Willowdale Centre",4,"Women"
2024-04-04,NA,100,"Multiple Youth & Adult Agencies Scarborough Hotel Program",NA,"Mixed Adult"
2024-04-04,100,NA,"HFS - Metro Strachan",38,"Mixed Adult"
2024-04-04,NA,100,"HFS - Metro Strachan",NA,"Mixed Adult"
2024-04-04,100,NA,"Homes First Society - Pacewood",20,"Mixed Adult"
2024-04-04,100,NA,"HFS Placer",86,"Mixed Adult"
2024-04-04,100,NA,"HFS St. Clair Ave E Shelter",49,"Mixed Adult"
2024-04-04,100,NA,"Horizons for Youth",45,"Youth"
2024-04-04,100,NA,"Kennedy House Youth Shelter",23,"Youth"
2024-04-04,100,NA,"Margaret's 21 Park Rd Respite",30,"Mixed Adult"
2024-04-04,100,NA,"Na-Me-Res",54,"Men"
2024-04-04,100,NA,"Sagatay",17,"Men"
2024-04-04,83.33,NA,"Native Child & Family Services Toronto",12,"Youth"
2024-04-04,93.33,NA,"Native Child & Family - Spadina",15,"Youth"
2024-04-04,100,NA,"Sistering",16,"Women"
2024-04-04,100,NA,"SVDP Amelie House",24,"Women"
2024-04-04,100,NA,"SVDP Elisa House",41,"Women"
2024-04-04,100,NA,"SVDP Mary's Home",44,"Women"
2024-04-04,100,NA,"SVDP St. Clare's Residence",30,"Women"
2024-04-04,100,NA,"St. Felix Centre 69 Fraser Ave. Respite",72,"Mixed Adult"
2024-04-04,NA,100,"St. Simon's Clubbe House",NA,"Men"
2024-04-04,100,NA,"Street Haven",30,"Women"
2024-04-04,NA,100,"Street Haven Downtown Hotel Program",NA,"Women"
2024-04-04,NA,98.72,"Sojourn House Hotel Program",NA,"Families"
2024-04-04,100,NA,"Sojourn House Ontario St",94,"Mixed Adult"
2024-04-04,NA,96.3,"Sojourn House Ontario St",NA,"Families"
2024-04-04,100,NA,"SA Evangeline Residence",86,"Women"
2024-04-04,NA,100,"Etobicoke Hotel Site 1",NA,"Women"
2024-04-04,100,NA,"SA Gateway",78,"Men"
2024-04-04,NA,100,"SA Scarborough Hotel Program",NA,"Men"
2024-04-04,100,NA,"Maxwell Meighen Centre",263,"Men"
2024-04-04,NA,100,"Etobicoke Hotel Site 1",NA,"Men"
2024-04-04,100,NA,"SA New Hope Leslieville",52,"Men"
2024-04-04,100,NA,"SA Islington Seniors' Shelter",46,"Men"
2024-04-04,100,NA,"SA Islington Seniors' Shelter",37,"Women"
2024-04-04,100,NA,"The Scott Mission - Kensington location",71,"Men"
2024-04-04,100,NA,"Scott Mission",50,"Men"
2024-04-04,NA,100,"Toronto Community Hostel (MUC)",NA,"Families"
2024-04-04,100,NA,"Toronto Community Hostel (MUC)",6,"Mixed Adult"
2024-04-04,100,NA,"Turning Point Youth Services",35,"Youth"
2024-04-04,100,NA,"Warden Woods 705 Progress Ave Respite",32,"Mixed Adult"
2024-04-04,100,NA,NA,12,"Women"
2024-04-04,NA,100,"Red Door Family Shelter",NA,"Families"
2024-04-04,100,NA,"Vanauley Street YMCA Emergency Shelter",40,"Youth"
2024-04-04,100,NA,"YMCA Sprott House",25,"Youth"
2024-04-04,100,NA,"YWCA 1st Stop Woodlawn",31,"Women"
2024-04-04,100,NA,"YWCA 1st Stop Woodlawn",31,"Youth"
2024-04-04,100,NA,"YWCA Davenport Shelter",28,"Women"
2024-04-04,100,NA,"YWCA Davenport Shelter",27,"Youth"
2024-04-04,100,NA,"Youth Without Shelter",33,"Youth"
2024-04-04,100,NA,"Youth Without Shelter",20,"Youth"
2024-04-04,100,NA,"YouthLink",10,"Youth"
2024-04-04,85.37,NA,"YouthLink",41,"Youth"
2024-04-05,NA,100,"COSTI Hotel Program Dixon",NA,"Families"
2024-04-05,NA,100,"COSTI Hotel Program Dixon",NA,"Mixed Adult"
2024-04-05,100,NA,"COSTI Reception Centre",8,"Mixed Adult"
2024-04-05,100,NA,"COSTI Reception Centre",8,"Mixed Adult"
2024-04-05,NA,100,"COSTI Uptown Hotel Program",NA,"Families"
2024-04-05,NA,100,"COSTI Uptown Hotel Program",NA,"Families"
2024-04-05,NA,100,"CONC Etobicoke Hotel Program",NA,"Mixed Adult"
2024-04-05,NA,100,"CONC West End Hotel Program",NA,"Men"
2024-04-05,100,NA,"CONC Men's Shelter Lansdowne Ave",42,"Men"
2024-04-05,100,NA,"CONC Men's Shelter Bloor St W",30,"Men"
2024-04-05,NA,100,"Christie Refugee Welcome Centre",NA,"Families"
2024-04-05,NA,100,"TSSS Birkdale Residence",NA,"Families"
2024-04-05,NA,100,"TSSS North York West Hotel Program",NA,"Mixed Adult"
2024-04-05,NA,100,"TSSS North York West Hotel Program",NA,"Mixed Adult"
2024-04-05,NA,100,"TSSS North York West Hotel Program",NA,"Mixed Adult"
2024-04-05,NA,100,"TSSS North York West Hotel Program",NA,"Mixed Adult"
2024-04-05,94.44,NA,"TSSS Downsview Dells",18,"Men"
2024-04-05,NA,100,"Scarborough Women's Shelter - Milner",NA,"Women"
2024-04-05,NA,100,"TSSS Family Residence",NA,"Families"
2024-04-05,NA,100,"TSSS Scarborough Hotel Program 3",NA,"Families"
2024-04-05,NA,100,"TSSS Scarborough Hotel Program 4",NA,"Families"
2024-04-05,100,NA,"TSSS Fort York Residence",68,"Men"
2024-04-05,NA,100,"TSSS North Hotel Program",NA,"Mixed Adult"
2024-04-05,100,NA,"TSSS Fort York Residence",48,"Men"
2024-04-05,100,NA,"Progress Avenue Shelter",101,"Men"
2024-04-05,NA,100,"Robertson House",NA,"Families"
2024-04-05,22.92,NA,"885 Scarborough Golf Club Road",48,"Mixed Adult"
2024-04-05,NA,100,"TSSS Etobicoke Hotel Program",NA,"Mixed Adult"
2024-04-05,NA,100,"TSSS Etobicoke Hotel Program",NA,"Mixed Adult"
2024-04-05,100,NA,"TSSS Scarborough Village Residence",93,"Mixed Adult"
2024-04-05,100,NA,"TSSS Junction Place",62,"Men"
2024-04-05,100,NA,"TSSS Seaton House",67,"Men"
2024-04-05,100,NA,"TSSS Seaton House",121,"Men"
2024-04-05,86.11,NA,"TSSS Seaton House",36,"Men"
2024-04-05,100,NA,"TSSS Seaton House",18,"Men"
2024-04-05,100,NA,"TSSS Downtown Response Program",53,"Men"
2024-04-05,100,NA,"TSSS Seaton House",107,"Men"
2024-04-05,97.14,NA,"Streets to Homes Assessment and Referral Centre (SHARC)",35,"Mixed Adult"
2024-04-05,NA,93.85,"TSSS Downtown Hotel Program",NA,"Mixed Adult"
2024-04-05,100,NA,"TSSS Womens' Residence",88,"Women"
2024-04-05,100,NA,"Cornerstone Place",28,"Men"
2024-04-05,50,NA,"Covenant House Gerrard St E",2,"Youth"
2024-04-05,100,NA,"Covenant House Gerrard St E",94,"Youth"
2024-04-05,100,NA,"Covenant House Gerrard St E",23,"Youth"
2024-04-05,100,NA,"Covenant House McGill St",28,"Youth"
2024-04-05,100,NA,"Dixon Hall 351 Lake Shore Blvd E Respite",78,"Mixed Adult"
2024-04-05,100,NA,"Dixon Hall 354 George St",50,"Mixed Adult"
2024-04-05,NA,100,"Dixon Hall Bond Place Hotel Program",NA,"Mixed Adult"
2024-04-05,100,NA,"Dixon Hall Heyworth House",62,"Mixed Adult"
2024-04-05,100,NA,"Dixon Hall Heyworth House",5,"Mixed Adult"
2024-04-05,100,NA,"Dixon Hall Schoolhouse",1,"Men"
2024-04-05,100,NA,"Dixon Hall Schoolhouse",30,"Men"
2024-04-05,98,NA,"Eva's Phoenix",50,"Youth"
2024-04-05,100,NA,"Eva's Place",40,"Youth"
2024-04-05,NA,100,"Eva's Satellite Scarborough Hotel Program",NA,"Youth"
2024-04-05,100,NA,"Fife House Denison Ave",5,"Mixed Adult"
2024-04-05,100,NA,"Fife House Sherbourne St",9,"Mixed Adult"
2024-04-05,100,NA,"Fred Victor Centre Transition to Housing Dundas St E",37,"Women"
2024-04-05,96,NA,"Fred Victor Mary Sheffield House",25,"Women"
2024-04-05,100,NA,"Adelaide Resource Centre for Women",52,"Women"
2024-04-05,100,NA,"Fred Victor Centre Fatima House",36,"Women"
2024-04-05,100,NA,"Fred Victor Centre Bethlehem United Shelter",70,"Mixed Adult"
2024-04-05,NA,100,"Fred Victor Uptown Hotel Program",NA,"Mixed Adult"
2024-04-05,100,NA,"Fred Victor Centre 1A Strachan Ave Respite",70,"Mixed Adult"
2024-04-05,100,NA,"Fred Victor Elizabeth",60,"Mixed Adult"
2024-04-05,100,NA,"Friends of Ruby",6,"Youth"
2024-04-05,88.46,NA,"Friends of Ruby",26,"Youth"
2024-04-05,100,NA,"Good Shepherd Centre",25,"Men"
2024-04-05,100,NA,"Good Shepherd Centre",35,"Men"
2024-04-05,100,NA,"Good Shepherd Centre Barrett House",5,"Men"
2024-04-05,95.24,NA,"Good Shepherd Centre",21,"Men"
2024-04-05,NA,100,"Good Shepherd Centre West End Hotel Program",NA,"Men"
2024-04-05,100,NA,"HFS Kennedy Rd Women's Shelter",61,"Women"
2024-04-05,99.04,NA,"HFS 545 Lake Shore Blvd W Shelter",104,"Mixed Adult"
2024-04-05,100,NA,"HFS 545 Lake Shore Blvd W Shelter",34,"Men"
2024-04-05,100,NA,"HFS 545 Lake Shore Blvd W Shelter",63,"Women"
2024-04-05,100,NA,"HFS 545 Lake Shore Blvd W Shelter",73,"Men"
2024-04-05,100,NA,"HFS - Lawrence East Shelter",89,"Mixed Adult"
2024-04-05,100,NA,"HFS Willowdale Centre",278,"Men"
2024-04-05,100,NA,"HFS Willowdale Centre",132,"Women"
2024-04-05,100,NA,"HFS Willowdale Centre",6,"Men"
2024-04-05,100,NA,"HFS Willowdale Centre",3,"Women"
2024-04-05,NA,100,"Multiple Youth & Adult Agencies Scarborough Hotel Program",NA,"Mixed Adult"
2024-04-05,100,NA,"HFS - Metro Strachan",38,"Mixed Adult"
2024-04-05,NA,100,"HFS - Metro Strachan",NA,"Mixed Adult"
2024-04-05,100,NA,"Homes First Society - Pacewood",20,"Mixed Adult"
2024-04-05,100,NA,"HFS Placer",87,"Mixed Adult"
2024-04-05,100,NA,"HFS St. Clair Ave E Shelter",49,"Mixed Adult"
2024-04-05,100,NA,"Horizons for Youth",45,"Youth"
2024-04-05,100,NA,"Kennedy House Youth Shelter",23,"Youth"
2024-04-05,100,NA,"Margaret's 21 Park Rd Respite",30,"Mixed Adult"
2024-04-05,100,NA,"Na-Me-Res",54,"Men"
2024-04-05,100,NA,"Sagatay",17,"Men"
